,description,address1,address2,zip_code,city,state_code,country_code,latitude,longitude
0,Global Head Quarters,1550 Bryant St,Suite 700,94103,San Francisco,CA,USA,41.864917,-87.625271
0,,90 W. Main Ave,#2,95037,Morgan Hill,CA,USA,26.0524615,-80.1378809
0,Corporate Headquarters,Mount Pleasant House,Lonsdale Gardens,TN1 1NY,Royal Tunbridge Wells,,GBR,,
1,Synchronica Software GmbH,BlÃƒÂ¼cherstrasse 22,,10961,Berlin,,DEU,52.494722,13.398514
2,Synchronica East Coast,6208 Wyckhurst Court,,27609,Raleigh,NC,USA,35.868807,-78.615986
3,Synchronica West Coast,140 Justo Court,,95008,Campbell,CA,USA,37.275604,-121.952034
0,UK Office,4 Hillside Road,,GU11 3NB,"Aldershot, Hampshire",,GBR,,
1,Australian Office,Suite F4,45 Northside Drive,6025,Hillarys WA,,AUS,,
0,Corporate Headquarters,32 Habarzel Street,,69710,Tel-Aviv,,ISR,,
1,AxisMobile UK,81 Oxford Street,,W1D 2EU,London,,USA,,
0,,8651 Castle Park Drive,,46256,Indianapolis,IN,USA,,
0,HQ,3300 Olcott Street,,95054,Santa Clara,CA,USA,37.410439,-122.016125
0,,Menara AXIS (DEA Tower Complex),Kawasan Mega Kuningan,12950,"Jl. Mega Kuningan Barat Kav. E4.3 No. 2, Jakarta",,IDN,,
0,HQ,950 Spruce Street,,80027,Louisville,CO,USA,39.97764,-105.13114
0,Headquarters,"731, 7th Cross, 10th Main","BTM MICO Layout, 2nd Stage",560076,Bangalore,,IND,,
0,,"#29/16, 2nd Street","Shakthi Nagar, Kodambakkam,",24,Chennai (Tamilnadu),,IND,13.0650925,80.2285563
0,HQ,40 N. Sandusky St,Suite 200,43015,Delaware,OH,USA,,
0,Main Office,1200 G Street NW,,20005,Washington,DC,USA,38.897976,-77.028561
0,SF Office,953 Mission Street,,94103,San Francisco,CA,USA,37.781754,-122.407709
0,HQ,14 Park Street,Leamington Spa,CV32 4QN,,,GBR,52.291474,-1.533601
0,HQ,71 Ayer Rajah Crescent,06-20,139951,Singapore,,SGP,21.303049,-157.78907
0,Main Office,5515 Cherokee Ave,,22312,Alexandria,VA,USA,38.652308,-77.302645
0,,,Gt. Oakley,NN18,Corby,,GBR,52.472029,-0.698361
0,Headquarters,105 S Main Street,Suite 240,98104,Seattle,WA,USA,47.580235,-122.145038
0,,2431 Mission Street,,94110,San Francisco,CA,USA,37.758062,-122.418642
0,U.S. Headquarters,189 South Orange Avenue #1000,,32801,Orlando,FL,USA,,
1,Europe/U.K. Headquarters,"1st Floor, Venture House, 6 Silver Court","Watchmead, Welwyn Garden City",AL7 1TS,Hertfordshire,,GBR,51.8027645,-0.1871194
2,Germany Headquarters,Ettore-Bugatti-Strasse 6-14,16th Floor,51149,Cologne,,DEU,50.9095785,7.0555242
0,Corporate Headquarters,900 Chelmsford St.,Tower 3 Floor 7,01851,Lowell,MA,USA,42.616152,-71.325869
0,Corporate Headquarters,Kolpingring 18a,,D-82041,Oberhaching,,DEU,48.031349,11.586705
1,EnOcean North America,801 Boylston Street,5th Floor Boston,02116,Boston,MA,USA,42.349048,-71.082153
0,West Coast Office,,,,Venice,CA,USA,33.989029,-118.462421
1,Midwest Office,,,,Detroit,MI,USA,42.330165,-83.045913
0,Headquarters,107 SE Washington St.,Suite #242,97214,Portland,OR,USA,45.48798,-122.692654
0,Corporate Headquarters,230 Commerce Way,,03801,Portsmouth,NH,USA,43.093886,-70.784798
1,Conshohocken Office,555 North Lane,Suite 640,19428,Conshohocken,PA,USA,40.075156,-75.28506
0,India Office,"28, Varshananda Society, Anandnagar, Sinhagad Road",,411051,Pune,,IND,,
1,Japan Office,Kyodo Building 5F - 53,"Nihonbashi-kakigaracho 1-3-5, Chuo-Ku",1030014,Tokyo,,JPN,,
0,Main Office,,,94105,San Francisco,CA,USA,41.78942,-87.596232
0,,1100 Island Drive,,94065,Redwood City,CA,USA,37.535876,-122.257331
0,,19 Selby Ln.,,94027,Atherton,CA,USA,29.76244,-95.463209
0,,6801 Rockledge Drive,,20817,Bethesda,MD,USA,,
0,HQ,4316 Melrose Avenue,,90029,Hollywood,CA,USA,,
0,Philadelphia HQ,PO Box 63684,,19147,Philadelphia,PA,USA,,
0,HQ,"Via Nepal, 29",,00144,Rome,,ITA,,
0,UK Office,"3rd Floor, 311 Ballards Lane",,N12 8LY,London,,GBR,,
0,Buenos Aires Office,Andres Arguibel 2860,,C1426DKB,Capital Federal,,ARG,,
1,Sao Paulo Office,Cardoso de Melo 1470 - 8 | Vila Olimpia,,04548-005,Sao Paulo,,BRA,,
2,Uruguay Office,Roque Graseras 857,,11300,Montevideo,,URY,-34.917733,-56.151308
3,US Office,12105 Sundance Ct.,,20194,Resto,VA,USA,38.971687,-77.362728
0,Corporate Headquarters,"37 Broadway, Suite 1",,02474,Arlington,MA,USA,,
1,Latin American Office,Retorno 30#2,"Colonia Avante, segundo piso",CP 04460,"Delegacion Coyoacan, Mexico DF",,MEX,,
0,remotegoat,"unit 1, waterloo gardens","milner square, islington",n1 1ty,london,,GBR,,
0,HQ,451 El Camino Real,,95050-4300,Santa Clara,CA,USA,,
0,HQ,311 South Wacker Drive,Suite 2675,60606,Chicago,IL,USA,,
0,HQ,3121 Jay Street,,95054,Santa Clara,CA,USA,,
0,Head Office,Ballinode,Co. Sligo,00,Sligo,,IRL,54.2706906,-8.4806856
0,Canada,,,,"Toronto, Ontario",,CAN,43.670233,-79.386755
0,,17 W 18th St,8th Floor,10011,New York,NY,USA,40.740441,-73.993376
0,,,,,,,USA,,
0,,,,,Dennis,MA,USA,41.735242,-70.197933
0,Hawaii Office,3811 Edward Rd.,,96722,Princeville,HI,USA,22.226745,-159.480262
0,,,,,Boulder,CO,USA,40.010492,-105.276843
0,,555 West 18th Street,,10011,New York,NY,USA,,
0,Enthusem/Prospect Smarter,2502 N Rocky Point #500,,33607,Tampa,FL,USA,28.0558376,-82.6427617
0,,,,,Boulder,CO,USA,40.010492,-105.276843
0,HQ,136B Telok Ayer Street,,068601,Singapore,,SGP,1.281506,103.848023
0,,"15600 Redmond Way, Suite 101",,98052,Redmond,WA,USA,47.67356,-122.133621
0,HQ,,,,Atlanta,GA,USA,33.754487,-84.389663
0,Corporate Headquarters,590 Burbank St.,Suite 220,80020,Broomfield,CO,USA,39.930354,-105.092218
0,Boulder Office,,,80302,Boulder,CO,USA,40.018145,-105.278109
0,HQ,217 Second Street,5th Floor,94105,San Francisco,CA,USA,40.0173513,-105.2773493
0,Headquarters,1514 Blake St,,80202,Denver,CO,USA,39.749671,-104.9998449
0,Main Office,158 West 29th Street,11th Floor,10001,New York,NY,USA,40.740512,-73.987794
1,Paris Office,16 rue de Turbigo,,75002,Paris,,FRA,,
0,,4962 Fairmont Ave,,20814,Bethesda,MD,USA,38.987594,-77.0974791
0,New York Office,20 West 22nd Street,Suite 801,10010,NYC,NY,USA,40.741276,-73.991561
1,Cambridge Office,1 Cambridge Center,4th Floor,02142,Cambridge,MA,USA,,
0,Pond5,155 Water Street,Floor 6,11201,Brooklyn,NY,USA,40.7032884,-73.9878525
1,Pond5,419 Lafayette Street,Floor 2,10003,New York,NY,USA,40.7280992,-73.9933841
0,HQ,230 5th Avenue,Suite 414,10001,New York,NY,USA,,
0,HQ,731 Market Street,Suite 650,94103,San Francisco,CA,USA,,
0,Head office,64 Co-operative Street,,ST16 3DA,Stafford,,GBR,52.81815,-2.124184
0,Iode informatique,14 reu de la Villette,,75019,Paris,,FRA,,
0,Main Office,165 Courtland St,Suite A-312,30303,Atlanta,GA,USA,,
0,Corporate Headquarters,23 Hess Street,,68073,Tel Aviv,,ISR,,
0,Head Office,Willem Kesstraat 15,,1077KR,Amsterdam,,NLD,,
0,World Headquarters,,,,,CA,USA,,
0,WikiWorldBook Ltd,287 Ã¢â‚¬â€œ 291 Banbury Road,,OX2 7JQ,Oxford,,GBR,,
0,HQ,100 Linwood Avenue,,06415,Colchester,CT,USA,,
0,,,,95054,Santa Clara,CA,USA,37.388994,-121.964374
0,,#111 - 998 Harbourside Drive,,V7P 3T2,North Vancouver,,CAN,,
0,Nedforce,Rigtersbleek-Zandvoort 10-113,,7521BE,Enschede,,NLD,52.2227273,6.8719412
0,Headquarters,,,,San Marcos,TX,USA,29.876617,-97.940336
0,Main Office,Moghtarbeen,Near Tahreer Stadium,,Bahri,,SDN,,
0,Headquarters,"Roppongi Hills Mori Tower, 10-1 Roppongi",Minato-ku,106-0032,Tokyo,,JPN,,
0,Corporate Headquarters,3100 W. Burbank Blvd.,Suite 101,91505,Burnbank,CA,USA,,
1,,3100 W. Burbank Blvd.,Suite 101,33301,Fort Lauderdale,FL,USA,,
0,Global Headquarters,Waterveste 3,3992 DB Houten,,Houten,,NLD,52.028929,5.142674
0,HQ,385 Interlocken Crescent Blvd,Suite 800,80021,Broomfield,CO,USA,40.02644,-105.2247774
1,,1855 S. Grant Street,,94402,San Mateo,CA,USA,,
0,HQ,3575 Cahuenga Boulevard West,Suite 222,90068-1341,Los Angeles,CA,USA,,
0,,"229 Peachtree Street, NE","International Tower, Suite 1700",30303,Atlanta,GA,USA,,
0,Headquarters,800 Bellevue Way NE,Suite 600,98004,Bellevue,WA,USA,47.6174533,-122.2016685
0,,1724 Rockefeller Lane,,90278,Redondo Beach,CA,USA,33.869578,-118.381411
0,Headquarters,527 Upper Wentworth,,L9A4T8,Hamilton,,CAN,43.224565,-79.861325
0,Headquarters,333 Twin Dolphin Drive,,94065,Redwood City,CA,USA,37.522281,-122.258139
0,PR Easy,18100 N. Laurel Park Drive,Suite 150W,48152,Livonia,MI,USA,42.168073,-83.175003
0,,Stauraczgasse 7,,1050,Vienna,,AUT,48.182591,16.357786
0,Corporate Office,215-3228 South Service Road,,L7N 3H8,Burlington,,CAN,43.3590652,-79.7955702
0,Headquarters,Unit 5 Blackworth Court,Blackworth Industrial Estate,SN6 7NS,Swindon,,GBR,51.641703,-1.711398
0,Head Quarters,3060 Royal Blvd. South,Ste 210,30022,Alpharetta,GA,USA,34.052162,-84.272179
0,Corporate Office,191 airport blvd,,94010,burlingame,CA,USA,37.587789,-122.334643
0,Main Office,616 E Technology Ave,Building B-2300,84097,Orem,UT,USA,,
0,HQ,888 Rathbone Circle,,95630,Folsom,CA,USA,38.650095,-121.13924
0,U.S. Headquarters,4121 Clipper Court,,94538,Fremont,CA,USA,37.239588,-121.97321
1,European Headquarters,Birger Svenssons VÃ¤g 28 D,,,432 40 Varberg,,SWE,,
2,Asia/Pacific Headquarters,"Penthouse, #44-01","Suntec Tower Three, 8 Tamasek Boulevard",038988,Singapore,,MYS,,
3,Japan Office,"Level 28, Shinagawa Intercity  Tower A 2-15-1 Konan",,108-6028,Minato-ku Tokyo,,JPN,,
4,China/N. Asian Office,"Level 19, Two International Finance Centre (IFC)","8, Finance Street, Central",,Hong Kong,,CHN,,
0,,555 Anton Blvd Fl 10,,92626-7019,Costa Mesa,CA,USA,,
0,HQ,14988 Sand Canyon Avenue 6,,92618,Irvine,CA,USA,,
0,,1025 F ST N.W.,10th Floor,20004,Washington,DC,USA,38.8974752,-77.0265736
0,HQ,Shanghai Zhangjiang Hi-Tech Park,"690 Bibo Road, Building 5",20000,Shanghai,,CHN,,
0,HQ,2900 Lakeside Drive,Suite 221,95054,Santa Clara,CA,USA,,
0,HQ,"22-30 Old Bath Road, Newbury",Berkshire,RG14 1QN,,,GBR,51.406245,-1.3311934
0,India,"697 / 75, 30th Cross, Swagath Main Road,","4th T Block, Jayanagar, Bangalore",560041,Bangalore,,IND,,
0,,Tokyo Shiodome Building 1-9-1,"Higashi-Shimbashi, Minato-Ku",105-7320,Tokyo,,JPN,,
0,,"1315 Directors Row,",Suite 107,46808,Fort Wayne,IN,USA,41.118715,-85.1603
0,Govt:college No1 D.I.Khan,,,29050,D.I.Khan,,PAK,31.8498159,70.8429444
0,Mill Valley,,,,,CA,USA,,
1,Mumbai,,,,,,IND,,
0,Lyft HQ,,,94104,San Francisco,CA,USA,37.7899027,-122.4007846
0,Corporate Headquarters,Second floor,International Trading Center,,St. Michael,,BRB,,
0,San Francisco,2 Townsend Street,,94107,San Francisco,CA,USA,37.782101,-122.389519
0,,"Suite B, Paceycombe House",Paceycombe Way Poundbury,DT1 3WB,Dorchester,,GBR,,
0,,PC Hooftstraat 150,,1071 CG,Amsterdam,,NLD,,
0,Main Office,490 2nd Street,Suite 100,94107,San Francisco,CA,USA,37.783046,-122.394067
0,Headquarters,8315 Lee Highway,Suite 501,22031,Fairfax,VA,USA,38.9005,-77.258954
0,Corporate Office,42 South 1st Street,Suite 42D,95113,San Jose,CA,USA,37.7924253,-122.4010019
0,Corporate Headquarters,3170 Fairview Park Drive,,22042,Falls Church,VA,USA,38.859879,-77.214756
0,,PO Box 410,15332 Antioch Street,90272,Pacific Palisades,CA,USA,34.078345,-118.5475
0,,"325, Hassan II Avenue",,80000,Agadir,,MAR,,
1,,Larikslaan 141,,3053 LA,Rotterdam,,NLD,51.960189,4.474856
0,Registered Office,M-4 Vidya Vihar Apartment,"Jhala Chawk, B/H Govind Bhavan, Babajipura",390001,Vadodara,,IND,,
0,HQ,Five Penn Plaza,15th Floor,10001,New York,NY,USA,,
0,Marketing Offices,1025 Don Diego Ave,,87505,Santa Fe,NM,USA,35.6746751,-105.9484344
0,Headquarters,102 University Ave,,94301,Palo Alto,CA,USA,37.448598,-122.158497
0,lalala,150 Spear St,,94105-1503,San Francisco,CA,USA,,
0,HQ,301 Howard Street,Suite 1800,94105,San Francisco,CA,USA,37.796843,-122.400346
0,India Office,"A-5, Gulmohar Park",,,New Delhi,,IND,28.554777,77.210726
0,Chicago,,,60657,Chicago,IL,USA,41.94038,-87.65318
0,,17232 Lancaster Hwy,Suite 102,28277,Charlotte,NC,USA,35.01647,-80.852317
0,Wevod / Mailemotion,97 rue du Cherche Midi,,75006,Paris,,FRA,48.846726,2.321213
0,,Gazopa project team,"27-18, Minami Oi 6-chome,",140-8572,"Shinagawa-ku, Tokyo",,JPN,,
0,NewMarCom,,,1072,Amsterdam,,NLD,52.352201,4.890314
0,,,,94105,San Francisco,CA,USA,37.7881481,-122.3943387
0,,19 Kamal Hassan Ali,,,Cairo,,EGY,,
0,Portsmouth Office,One Harbour Place,,03801,Portsmouth,NH,USA,43.077741,-70.754012
0,,621 S. Blair Ave.,,48067,Royal Oak,MI,USA,42.484985,-83.128937
0,,128 Warren Street,,01852,Lowell,MA,USA,42.64245,-71.305778
0,,10 Northern Blvd.,Unit 2,03031,Amherst,NH,USA,42.8079023,-71.5827811
0,Corporate Headquarters,155 Seaport Blvd,8th Floor,02210,Boston,MA,USA,42.368633,-71.075305
1,Jumptap New York,38 East 32nd Street,11th Floor,10016,New York City,NY,USA,40.751478,-73.980305
0,,p.o. box 6646,,85246,Chandler,AZ,USA,33.3176,-111.8566
0,London office,Hoxton Street,,N16NG,London,,GBR,,
0,,PO BOX 10101,,94610,Oakland,CA,USA,37.8104485,-122.2398636
0,,,,,Westborough,MA,USA,42.309399,-71.436358
0,HQ,28 Liberty Ship Way,Suite 2800,94965,Sausalito,CA,USA,37.864435,-122.490586
0,Headquarters,114 Sansome Street,Suite 1000,94104,San Francisco,CA,USA,,
0,Headquarters,11 West 42nd Street,15th Floor,10036,New York,NY,USA,40.7543,-73.981847
0,EMEA,Youghal,,000000,Cork,,IRL,,
0,"Menlo Park, CA",644 Menlo #201,,94025,Menlo Park,CA,USA,37.452011,-122.182824
0,Research & Development,Cabrera 5722 #1,,1414BHH,Buenos Aires,,ARG,,
1,Headquarters,,,94102,San Francisco,CA,USA,37.778687,-122.421242
0,Corporate Headquarters,1611 Telegraph Avenue,Suite 920,94612,Oakland,CA,USA,37.806425,-122.270653
0,Kennesaw Office,1640 Airport Rd,Suite 115,30144,Kennesaw,GA,USA,34.011396,-84.597071
1,New Jersey Office,100 Canal Pointe Blvd,Suite 208,08540-7063,Princeton,NJ,USA,40.316317,-74.661093
0,Main Office,440 North Wolfe Road,,94085,Sunnyvale,CA,USA,37.384239,-122.012475
0,HQ,600 Clipper Drive,Suite 100,94002-4119,Belmont,CA,USA,,
0,HQ,3000 Hanover Street,,94304-1185,Palo Alto,CA,USA,37.4132038,-122.1460819
1,,"Waterford Building, 9th Floor",5200 Blue Lagoon Drive,33126,Miami,FL,USA,25.7801864,-80.2975002
2,,20555 SH 249,,77070,Houston,TX,USA,29.995595,-95.580602
0,Corporate Headquarters,2235 Octavia Street,,94109,San Francisco,CA,USA,37.79289,-122.428193
0,Corporate Headquarters,1350 Abbot Kinney,Suite 203,90291,Venice,CA,USA,33.99073,-118.46635
0,,,,94041,Mountain View,CA,USA,37.386773,-122.075222
0,World Headquarters,1565 Reliance Way,,94539,Fremont,CA,USA,37.501065,-121.933191
0,Headquarters,406 West Church Avenue,,37902,Knoxville,TN,USA,35.963029,-83.918392
0,,"5715 Will Clayton,",#2837,77338,Humble,TX,USA,29.985528,-95.3082988
0,San Diego Office,,,,San Diego,CA,USA,32.718834,-117.163841
0,,,,94123,San Francisco,CA,USA,37.80204,-122.438231
0,,3 Times Square,,10036,New York,NY,USA,40.7564318,-73.9871847
0,SF HQ,474 Bryant Street,,94107,San Francisco,CA,USA,37.459112,-122.142326
1,,443 Park Avenue South,,10016,New York,NY,USA,,
0,HQ,"2-5-12, Shinjuku",Shinjuku-ku,160-0022,Tokyo,,JPN,,
0,,"114 W. Illinois,",3rd Floor,60610,Chicago,IL,USA,41.8908028,-87.6316617
0,Headquarters,Hiilikatu 3,,00180,Helsinki,,FIN,60.16441,24.910863
0,,819 9th Street,Suite 207,94107,San Francisco,CA,USA,37.8255226,-122.3693356
0,Postcode Anywhere,Waterside,Basin Road,WR5 3DA,Worcester,,GBR,52.1829787,-2.2216089
0,,100 Park Avenue,,10017-5529,New York,NY,USA,40.751513,-73.9779465
1,,6 Ely Place,,,Dublin 2,,IRL,,
0,The Lightwell,12-16 Laystall Street,Clerkenwell,EC1R 4PF,London,,GBR,51.52216,-0.111242
0,headquarters,"3701 FAU Blvd, Suite 210",,33431,Boca Raton,FL,USA,26.383036,-80.097933
0,World HQ,PO Box 3892,,60174,St Charles,IL,USA,41.931912,-88.294854
0,Head Office,Newcastle Technopole,King's Manor,NE1 6PA,Newcastle upon Tyne,,GBR,,
0,HQ,460 Park Avenue South,4th Floor,10016,New York,NY,USA,,
0,HQ,"350 Ellis Street, Bldg. J",,94043-2202,Mountain View,CA,USA,,
0,,Wells Avenue,,,Newton,MA,USA,,
0,Headquarters,242W 30th Street,Suite 501,10001,New York,NY,USA,40.775309,-73.983656
0,,P.O. Box 821650,,98682,Vancouver,WA,USA,45.6667514,-122.4721542
0,Global Headquarters,75 Maiden Lane,12th Floor,10038,New York,NY,USA,40.707729,-74.007801
0,Palo Alto Office,540 University Ave,Suite 50,94301,Palo Alto,CA,USA,37.448598,-122.158497
0,"Twonq, INC",505 Montgormery St.,11th floor,94111,San Francisco,CA,USA,37.794124,-122.403223
1,Twonq Europe,Delftechpark 37i,,2628 XJ,Delft,,NLD,51.9973515,4.3848574
0,,,,,Philadelphia,PA,USA,39.951639,-75.163808
0,Main Office,2339 3rd Street,,94107,San Francisco,CA,USA,37.758736999999996,-122.388336
0,Headquarters,5150 El Camino Real,Suite D30,94022,Los Altos,CA,USA,37.419432,-122.087349
0,Headquarters,1330 Beacon St,,02446,Brookline,MA,USA,42.342152,-71.121625
0,AdRocket Headquarters,,,,San Francisco,CA,USA,37.775196,-122.419204
0,HQ,1400 18th Ave. South,Suite A2 West,37212,Nashville,TN,USA,36.13996,-86.796377
0,"Bangalore, India (HQ)","1st Floor, 19 KN Govinda Reddy Layout","Arekere Mico Layout, Bannerghatta Road",560076,Bangalore,,IND,12.971606,77.594376
1,USA,4875 Mowry Ave,Unit 143,94538,Fremont,CA,USA,37.3110283,-121.9501439
0,London Head Office,Westminster Park,,SW134DL,London,,GBR,,
0,,Karl Gustavsgatan 1A,,41125,Gothenburg,,SWE,59.337864,18.036587
0,,601 East Third Street,,72201,Little Rock,AR,USA,34.7453104,-92.2647169
0,USA,,,,,NY,USA,40.756054,-73.986951
1,Japan,,,,Yokohama,,JPN,35.4437078,139.6380256
0,Main Office,800 West El Camino Real,Ste 800,94040,Mountain View,CA,USA,37.386665,-122.084171
0,"VideoSurf, Inc.",400 S. El Camino Real,Suite 500,94402,San Mateo,CA,USA,37.561877,-122.325248
0,Herriman Utah Office,13676 S Eglantina Dr,,84096,Herriman,UT,USA,40.502908,-112.032503
0,Main Office,"340 S. Kellogg, Ste. G",,93117,Goleta,CA,USA,34.433471,-119.820537
0,,1355 Market St,,94103,San Francisco,CA,USA,37.776246,-122.4179223
1,Tech City,,,,London,,GBR,,
0,San Diego headquarters,P. O. Box 1414,,92074,Poway,CA,USA,32.981201,-117.062239
0,,,,94111,San Francisco,CA,USA,37.7983181,-122.4000032
0,San Francisco,22 battery street,suite 888,94111,san francisco,CA,USA,37.791576,-122.399363
0,Amsterdam Office,Keizersgracht 534-V,,1017EK,Amsterdam,,NLD,,
0,Coporate Headquarters,Linnantie 2,PO Box 14,FI-52300,Ristiina,,FIN,61.498858,27.269548
1,3rd Floor,66 Porchester Road,Royal Oak,W2 3ET,London,,GBR,,
0,,Pak Leather Crafts Ltd Plot #15,Sector 7-A Korangi Industrial Area,74900,Karachi,,PAK,,
0,Headquarters,P.O. Box 644,,11756,Levittown,NY,USA,40.72267,-73.518183
0,Corporate Headquarters,2975 Lone Oak Drive,Suite 100,55121-1553,St. Paul,MN,USA,44.849776,-93.140619
0,Woburn Office,444 Washington St,Suite 202,01801,Woburn,MA,USA,42.505524,-71.127173
0,Head Office,Quayside Tower,Broad Street,B1 2HF,Birmingham,,GBR,,
0,Home Office,P.O Box 37,,07828,Budd Lake,NJ,USA,40.878861,-74.756197
0,HQ,444 Castro St.,Suite 200,94041,Mountain View,CA,USA,37.390501,-122.081151
0,HQ,1927 N Milwaukee,,60647,Chicago,IL,USA,41.916619,-87.686634
0,HQ,71 Columbia Street,,98104,Seattle,WA,USA,47.6495905,-122.3497956
0,,,DN Shimshon,99803,Kibutz Tsorah,,ISR,,
0,,5901 N. Honore Ave,Suite 210,34243,Sarasota,FL,USA,27.339496,-82.452554
0,Corporate Headquarters,1150 Bayhill Dr. Suite 215,,94066,San Bruno,CA,USA,37.628933,-122.422833
0,,"304, 5819 2 Street SW",,T2H0H3,Calgary,,CAN,51.001833,-114.068589
0,Corporate Office,5005 Plainfield St. NE,Ste. B,49525,Grand Rapids,MI,USA,43.0530176,-85.5950353
0,"Des Moines, Iowa",,,50322,Des Moines,IA,USA,41.630492,-93.733354
1,"Chicago, Illinois",,,60613,Chicago,IL,USA,,
0,HQ,3350 Geoffrey Drive,,94066,San Bruno,CA,USA,,
0,,"6-6, Marunouchi 1-chome",Chiyoda-ku,100-8280,Tokyo,,JPN,,
0,,4807 Spicewood Springs Road,"Building 2, Suite 118",78759,Austin,TX,USA,30.379593,-97.765313
0,,"2121 Avenue of the Stars,",Suite 1250,90067,Los Angeles,CA,USA,34.054259,-118.414064
0,Tokyo,Morohashi Bldg. 3F,"2-15-6 Kamimeguro, Meguro-ku",153-0051,Tokyo,,JPN,,
0,HQ,10145 Pacific Heights Boulevard,Suite 400,92121,San Diego,CA,USA,,
0,HQ,Avari Plaza,Hotel,94111,Karachi,,PAK,,
0,HQ,5729 Lebanon Road,Suite 144-128,75034,Frisco,TX,USA,,
0,HQ,1065 Westridge Avenue,,94526,Danville,CA,USA,,
0,Bermuda,Wessex House,45 Reid St,HM 12,Hamilton,,BMU,,
1,Administrative HQ,200 Park Avenue,Suite 300,07932,Florham Park,NJ,USA,,
0,Los Angeles Office,,,,,CA,USA,,
0,Only Office,,,95030,Los Gatos,CA,USA,37.228232,-121.987122
0,Office in Shanghai,546 Yuyuan Road,"Building No.4, Suite 401-3",200040,Shanghai,,CHN,,
0,,"Stovolou, 77  Strovolos Center",2nd floor flat/office 204 Strovolos,2018,"Nicosia, PC 2018 Cyprus",,GRC,13.0485687,80.2605749
0,AMT Bangalore,"144, 2nd Main,",Kasturinagar,560043,Bangalore,,IND,12.968308,77.52114
1,AMT Kochi,"50/2526, Thykkodam","NH 47 Bye Pass,  Vytilla",682019,Kochi,,IND,,
0,InterKnowlogy HQ,1525 Faraday Avenue,Suite 250,92008,Carlsbad,CA,USA,33.136055,-117.294336
0,iWeb Headquarters,20 Place du Commerce,,H3E 1Z6,"Montreal, QuÃƒÂ©bec",,CAN,45.467876,-73.54266
0,HQ,3 Highwood Drive,,01876,Tewksbury,MA,USA,42.513762,-71.243267
0,HQ,1821 Sidewinder Drive,,84068,Park City,UT,USA,,
0,World Headquarters,240 N Broadway,Suite 126,97227,Portland,OR,USA,45.5349042,-122.6687628
1,East Coast HQ,,,,Orlando,FL,USA,28.553154,-81.364438
0,Osaka Office,"9F, Edobori Center Building",2-1-1 Edobori,550-0002,Osaka,,JPN,,
1,Headquarter,Cerulean Tower 6F,"26-1 Sakuragaoka-cho, Shibuya-ku",150-8512,Tokyo,,JPN,,
0,HQ,6-26-1 Minami Oi Shinagwa-ku,,140-8544,Tokyo,,JPN,,
0,Headquarters,5482 Wilshire Blvd. #419,,90036,Los Angeles,CA,USA,34.062262,-118.348198
0,,,,,Arlington,VA,USA,38.881579,-77.103339
0,HQ,225 Santa Monica Blvd.,12th Floor,90401,Santa Monica,CA,USA,34.0152942,-118.4965479
1,SF Office,98 Battery St,Suite 500,94111,San Francisco,CA,USA,,
2,Santa Monica - Broadway,120 Broadway,Second Floor,90401,Santa Monica,CA,USA,34.012985,-118.49567
3,Austin Office,13412 Galleria Circle,Building H,78738,Austin,TX,USA,30.3096936,-97.9390133
4,ALG,3760 State Street,Suite 200,93105,Santa Barbara,CA,USA,34.4405218,-119.7445783
0,HQ,169 University Ave,,94301,Palo Alto,CA,USA,37.444393,-122.163139
0,Headquarters,70 NE Loop 410,Suite 725,78216,San Antonio,TX,USA,29.520005,-98.488402
0,Virtual office,PO Box 7775,#70726,94120-7775,San Francisco,CA,USA,37.7753,-122.4186
0,,15333 N. Pima Rd.,Ste. 245,85260,Scottsdale,AZ,USA,33.625166,-111.889222
0,HQ,1900 S. Norfolk Street,Suite 150,94403,San Mateo,CA,USA,,
0,Thistle Products Ltd,The Old Creamery,Haugh Road,DG5 4LP,Dalbeattie,,GBR,,
0,Headquarters,Centro de Neg. Empresariais,"Parque Ind. AdaÃƒÂºfe , Lt C3",4710,Braga,,PRT,,
0,Headquarters,"Av. da Republica, 49 D",,1050-188,Lisbon,,PRT,38.738542,-9.146273
0,Buenos Aires,Pellegrini 1043 1er y 3er piso,,1009,Capital Federal,,ARG,,
0,Head Office,40 Vogell Road,Suite 13,L4B 3N6,Toronto,,CAN,,
1,China Office,9 Mo Chou Hu East Road,Vanke 08-1005,,Nanjing,,CHN,,
0,,"24 Roy Street,",Suite 210,98109,Seattle,WA,USA,47.6254784,-122.3564234
0,InfoReach Inc. (HQ),20 South Clark Street,Suite 2150,60603,Chicago,IL,USA,,
1,InfoReach Inc.,48 Wall Street,11th Floor,10005,New York,NY,USA,,
2,InfoReach B.V.,Herengracht 282,,1016 BX,Amsterdam,,NLD,,
0,,,,,,,USA,35.428318,-97.4913054
0,HQ,9050 58th Drive East,,34202,Lakewood Ranch,FL,USA,,
0,HQ,"street N.Ershova, 49V",,420061,Kazan,,RUS,,
0,New York Office,,,10031,,NY,USA,40.822087,-73.950677
0,World Headquarters,6565 Kilgour Place,,43017,Dublin,OH,USA,40.102564,-83.126872
1,Australia & New Zealand,310 King Street,Level 8,3000,"Melbourne, Victoria",,AUS,,
2,China,"Room 1207, 12th Floor / China Electronics Plaza, Building B","No. 3, Dan Ling Road / Hai Dian District",100080,Beijing,,CHN,,
